age,food
87,โจ๊ก ผลไม้เนื้อนิ่ม
48,อาหารควบคุมสุขภาพ
19,อาหารทั่วไป (วัยเด็ก)
3,ข้าวบดละเอียด
84,โจ๊ก ผลไม้เนื้อนิ่ม
80,อาหารอ่อน ย่อยง่าย
35,อาหารปกติ (วัยทำงาน)
27,อาหารปกติ (วัยทำงาน)
32,อาหารปกติ (วัยทำงาน)
86,โจ๊ก ผลไม้เนื้อนิ่ม
47,อาหารควบคุมสุขภาพ
51,อาหารควบคุมสุขภาพ
77,อาหารอ่อน ย่อยง่าย
99,โจ๊ก ผลไม้เนื้อนิ่ม
32,อาหารปกติ (วัยทำงาน)
67,อาหารอ่อน ย่อยง่าย
88,โจ๊ก ผลไม้เนื้อนิ่ม
22,อาหารปกติ (วัยทำงาน)
77,อาหารอ่อน ย่อยง่าย
11,อาหารทั่วไป (วัยเด็ก)
24,อาหารปกติ (วัยทำงาน)
69,อาหารอ่อน ย่อยง่าย
91,โจ๊ก ผลไม้เนื้อนิ่ม
15,อาหารทั่วไป (วัยเด็ก)
92,โจ๊ก ผลไม้เนื้อนิ่ม
26,อาหารปกติ (วัยทำงาน)
23,อาหารปกติ (วัยทำงาน)
1,นมแม่
56,อาหารควบคุมสุขภาพ
89,โจ๊ก ผลไม้เนื้อนิ่ม
91,โจ๊ก ผลไม้เนื้อนิ่ม
6,ข้าวต้ม
62,อาหารอ่อน ย่อยง่าย
80,อาหารอ่อน ย่อยง่าย
91,โจ๊ก ผลไม้เนื้อนิ่ม
45,อาหารควบคุมสุขภาพ
4,ข้าวบดละเอียด
44,อาหารควบคุมสุขภาพ
68,อาหารอ่อน ย่อยง่าย
62,อาหารอ่อน ย่อยง่าย
50,อาหารควบคุมสุขภาพ
90,โจ๊ก ผลไม้เนื้อนิ่ม
76,อาหารอ่อน ย่อยง่าย
98,โจ๊ก ผลไม้เนื้อนิ่ม
31,อาหารปกติ (วัยทำงาน)
4,ข้าวบดละเอียด
27,อาหารปกติ (วัยทำงาน)
74,อาหารอ่อน ย่อยง่าย
32,อาหารปกติ (วัยทำงาน)
45,อาหารควบคุมสุขภาพ
75,อาหารอ่อน ย่อยง่าย
78,อาหารอ่อน ย่อยง่าย
92,โจ๊ก ผลไม้เนื้อนิ่ม
62,อาหารอ่อน ย่อยง่าย
68,อาหารอ่อน ย่อยง่าย
37,อาหารปกติ (วัยทำงาน)
3,ข้าวบดละเอียด
24,อาหารปกติ (วัยทำงาน)
26,อาหารปกติ (วัยทำงาน)
68,อาหารอ่อน ย่อยง่าย
87,โจ๊ก ผลไม้เนื้อนิ่ม
10,ข้าวต้ม
100,โจ๊ก ผลไม้เนื้อนิ่ม
90,โจ๊ก ผลไม้เนื้อนิ่ม
74,อาหารอ่อน ย่อยง่าย
85,โจ๊ก ผลไม้เนื้อนิ่ม
42,อาหารควบคุมสุขภาพ
57,อาหารควบคุมสุขภาพ
1,นมแม่
29,อาหารปกติ (วัยทำงาน)
75,อาหารอ่อน ย่อยง่าย
6,ข้าวต้ม
93,โจ๊ก ผลไม้เนื้อนิ่ม
70,อาหารอ่อน ย่อยง่าย
11,อาหารทั่วไป (วัยเด็ก)
50,อาหารควบคุมสุขภาพ
65,อาหารอ่อน ย่อยง่าย
93,โจ๊ก ผลไม้เนื้อนิ่ม
54,อาหารควบคุมสุขภาพ
84,โจ๊ก ผลไม้เนื้อนิ่ม
59,อาหารควบคุมสุขภาพ
67,อาหารอ่อน ย่อยง่าย
32,อาหารปกติ (วัยทำงาน)
47,อาหารควบคุมสุขภาพ
49,อาหารควบคุมสุขภาพ
100,โจ๊ก ผลไม้เนื้อนิ่ม
1,นมแม่
5,ข้าวบดละเอียด
16,อาหารทั่วไป (วัยเด็ก)
64,อาหารอ่อน ย่อยง่าย
15,อาหารทั่วไป (วัยเด็ก)
43,อาหารควบคุมสุขภาพ
58,อาหารควบคุมสุขภาพ
9,ข้าวต้ม
67,อาหารอ่อน ย่อยง่าย
71,อาหารอ่อน ย่อยง่าย
89,โจ๊ก ผลไม้เนื้อนิ่ม
7,ข้าวต้ม
14,อาหารทั่วไป (วัยเด็ก)
87,โจ๊ก ผลไม้เนื้อนิ่ม
54,อาหารควบคุมสุขภาพ
20,อาหารทั่วไป (วัยเด็ก)
92,โจ๊ก ผลไม้เนื้อนิ่ม
41,อาหารควบคุมสุขภาพ
73,อาหารอ่อน ย่อยง่าย
68,อาหารอ่อน ย่อยง่าย
32,อาหารปกติ (วัยทำงาน)
1,นมแม่
7,ข้าวต้ม
88,โจ๊ก ผลไม้เนื้อนิ่ม
52,อาหารควบคุมสุขภาพ
27,อาหารปกติ (วัยทำงาน)
41,อาหารควบคุมสุขภาพ
36,อาหารปกติ (วัยทำงาน)
89,โจ๊ก ผลไม้เนื้อนิ่ม
17,อาหารทั่วไป (วัยเด็ก)
34,อาหารปกติ (วัยทำงาน)
21,อาหารปกติ (วัยทำงาน)
7,ข้าวต้ม
4,ข้าวบดละเอียด
14,อาหารทั่วไป (วัยเด็ก)
7,ข้าวต้ม
90,โจ๊ก ผลไม้เนื้อนิ่ม
5,ข้าวบดละเอียด
38,อาหารปกติ (วัยทำงาน)
48,อาหารควบคุมสุขภาพ
80,อาหารอ่อน ย่อยง่าย
19,อาหารทั่วไป (วัยเด็ก)
50,อาหารควบคุมสุขภาพ
26,อาหารปกติ (วัยทำงาน)
45,อาหารควบคุมสุขภาพ
92,โจ๊ก ผลไม้เนื้อนิ่ม
9,ข้าวต้ม
47,อาหารควบคุมสุขภาพ
88,โจ๊ก ผลไม้เนื้อนิ่ม
46,อาหารควบคุมสุขภาพ
58,อาหารควบคุมสุขภาพ
50,อาหารควบคุมสุขภาพ
61,อาหารอ่อน ย่อยง่าย
2,นมแม่
69,อาหารอ่อน ย่อยง่าย
12,อาหารทั่วไป (วัยเด็ก)
36,อาหารปกติ (วัยทำงาน)
79,อาหารอ่อน ย่อยง่าย
12,อาหารทั่วไป (วัยเด็ก)
90,โจ๊ก ผลไม้เนื้อนิ่ม
39,อาหารปกติ (วัยทำงาน)
20,อาหารทั่วไป (วัยเด็ก)
55,อาหารควบคุมสุขภาพ
57,อาหารควบคุมสุขภาพ
67,อาหารอ่อน ย่อยง่าย
78,อาหารอ่อน ย่อยง่าย
83,โจ๊ก ผลไม้เนื้อนิ่ม
89,โจ๊ก ผลไม้เนื้อนิ่ม
45,อาหารควบคุมสุขภาพ
94,โจ๊ก ผลไม้เนื้อนิ่ม
31,อาหารปกติ (วัยทำงาน)
33,อาหารปกติ (วัยทำงาน)
75,อาหารอ่อน ย่อยง่าย
47,อาหารควบคุมสุขภาพ
51,อาหารควบคุมสุขภาพ
58,อาหารควบคุมสุขภาพ
64,อาหารอ่อน ย่อยง่าย
56,อาหารควบคุมสุขภาพ
70,อาหารอ่อน ย่อยง่าย
28,อาหารปกติ (วัยทำงาน)
21,อาหารปกติ (วัยทำงาน)
78,อาหารอ่อน ย่อยง่าย
20,อาหารทั่วไป (วัยเด็ก)
3,ข้าวบดละเอียด
97,โจ๊ก ผลไม้เนื้อนิ่ม
77,อาหารอ่อน ย่อยง่าย
29,อาหารปกติ (วัยทำงาน)
1,นมแม่
70,อาหารอ่อน ย่อยง่าย
90,โจ๊ก ผลไม้เนื้อนิ่ม
60,อาหารควบคุมสุขภาพ
10,ข้าวต้ม
29,อาหารปกติ (วัยทำงาน)
44,อาหารควบคุมสุขภาพ
6,ข้าวต้ม
67,อาหารอ่อน ย่อยง่าย
26,อาหารปกติ (วัยทำงาน)
80,อาหารอ่อน ย่อยง่าย
68,อาหารอ่อน ย่อยง่าย
1,นมแม่
99,โจ๊ก ผลไม้เนื้อนิ่ม
49,อาหารควบคุมสุขภาพ
98,โจ๊ก ผลไม้เนื้อนิ่ม
32,อาหารปกติ (วัยทำงาน)
23,อาหารปกติ (วัยทำงาน)
49,อาหารควบคุมสุขภาพ
27,อาหารปกติ (วัยทำงาน)
21,อาหารปกติ (วัยทำงาน)
91,โจ๊ก ผลไม้เนื้อนิ่ม
87,โจ๊ก ผลไม้เนื้อนิ่ม
15,อาหารทั่วไป (วัยเด็ก)
28,อาหารปกติ (วัยทำงาน)
15,อาหารทั่วไป (วัยเด็ก)
17,อาหารทั่วไป (วัยเด็ก)
13,อาหารทั่วไป (วัยเด็ก)
17,อาหารทั่วไป (วัยเด็ก)
38,อาหารปกติ (วัยทำงาน)
27,อาหารปกติ (วัยทำงาน)
69,อาหารอ่อน ย่อยง่าย
42,อาหารควบคุมสุขภาพ
39,อาหารปกติ (วัยทำงาน)
77,อาหารอ่อน ย่อยง่าย
79,อาหารอ่อน ย่อยง่าย
66,อาหารอ่อน ย่อยง่าย
58,อาหารควบคุมสุขภาพ
55,อาหารควบคุมสุขภาพ
37,อาหารปกติ (วัยทำงาน)
28,อาหารปกติ (วัยทำงาน)
37,อาหารปกติ (วัยทำงาน)
46,อาหารควบคุมสุขภาพ
10,ข้าวต้ม
81,โจ๊ก ผลไม้เนื้อนิ่ม
93,โจ๊ก ผลไม้เนื้อนิ่ม
65,อาหารอ่อน ย่อยง่าย
9,ข้าวต้ม
65,อาหารอ่อน ย่อยง่าย
95,โจ๊ก ผลไม้เนื้อนิ่ม
27,อาหารปกติ (วัยทำงาน)
53,อาหารควบคุมสุขภาพ
73,อาหารอ่อน ย่อยง่าย
26,อาหารปกติ (วัยทำงาน)
100,โจ๊ก ผลไม้เนื้อนิ่ม
66,อาหารอ่อน ย่อยง่าย
92,โจ๊ก ผลไม้เนื้อนิ่ม
11,อาหารทั่วไป (วัยเด็ก)
39,อาหารปกติ (วัยทำงาน)
74,อาหารอ่อน ย่อยง่าย
32,อาหารปกติ (วัยทำงาน)
37,อาหารปกติ (วัยทำงาน)
67,อาหารอ่อน ย่อยง่าย
98,โจ๊ก ผลไม้เนื้อนิ่ม
67,อาหารอ่อน ย่อยง่าย
11,อาหารทั่วไป (วัยเด็ก)
59,อาหารควบคุมสุขภาพ
2,นมแม่
33,อาหารปกติ (วัยทำงาน)
20,อาหารทั่วไป (วัยเด็ก)
94,โจ๊ก ผลไม้เนื้อนิ่ม
28,อาหารปกติ (วัยทำงาน)
37,อาหารปกติ (วัยทำงาน)
47,อาหารควบคุมสุขภาพ
57,อาหารควบคุมสุขภาพ
5,ข้าวบดละเอียด
48,อาหารควบคุมสุขภาพ
82,โจ๊ก ผลไม้เนื้อนิ่ม
74,อาหารอ่อน ย่อยง่าย
20,อาหารทั่วไป (วัยเด็ก)
61,อาหารอ่อน ย่อยง่าย
57,อาหารควบคุมสุขภาพ
15,อาหารทั่วไป (วัยเด็ก)
79,อาหารอ่อน ย่อยง่าย
92,โจ๊ก ผลไม้เนื้อนิ่ม
2,นมแม่
71,อาหารอ่อน ย่อยง่าย
5,ข้าวบดละเอียด
40,อาหารปกติ (วัยทำงาน)
82,โจ๊ก ผลไม้เนื้อนิ่ม
87,โจ๊ก ผลไม้เนื้อนิ่ม
90,โจ๊ก ผลไม้เนื้อนิ่ม
39,อาหารปกติ (วัยทำงาน)
11,อาหารทั่วไป (วัยเด็ก)
33,อาหารปกติ (วัยทำงาน)
95,โจ๊ก ผลไม้เนื้อนิ่ม
4,ข้าวบดละเอียด
21,อาหารปกติ (วัยทำงาน)
54,อาหารควบคุมสุขภาพ
63,อาหารอ่อน ย่อยง่าย
68,อาหารอ่อน ย่อยง่าย
64,อาหารอ่อน ย่อยง่าย
65,อาหารอ่อน ย่อยง่าย
56,อาหารควบคุมสุขภาพ
100,โจ๊ก ผลไม้เนื้อนิ่ม
47,อาหารควบคุมสุขภาพ
15,อาหารทั่วไป (วัยเด็ก)
84,โจ๊ก ผลไม้เนื้อนิ่ม
2,นมแม่
72,อาหารอ่อน ย่อยง่าย
55,อาหารควบคุมสุขภาพ
71,อาหารอ่อน ย่อยง่าย
61,อาหารอ่อน ย่อยง่าย
36,อาหารปกติ (วัยทำงาน)
60,อาหารควบคุมสุขภาพ
34,อาหารปกติ (วัยทำงาน)
5,ข้าวบดละเอียด
69,อาหารอ่อน ย่อยง่าย
64,อาหารอ่อน ย่อยง่าย
78,อาหารอ่อน ย่อยง่าย
10,ข้าวต้ม
6,ข้าวต้ม
99,โจ๊ก ผลไม้เนื้อนิ่ม
100,โจ๊ก ผลไม้เนื้อนิ่ม
76,อาหารอ่อน ย่อยง่าย
33,อาหารปกติ (วัยทำงาน)
51,อาหารควบคุมสุขภาพ
86,โจ๊ก ผลไม้เนื้อนิ่ม
70,อาหารอ่อน ย่อยง่าย
36,อาหารปกติ (วัยทำงาน)
10,ข้าวต้ม
32,อาหารปกติ (วัยทำงาน)
89,โจ๊ก ผลไม้เนื้อนิ่ม
79,อาหารอ่อน ย่อยง่าย
94,โจ๊ก ผลไม้เนื้อนิ่ม
26,อาหารปกติ (วัยทำงาน)
51,อาหารควบคุมสุขภาพ
59,อาหารควบคุมสุขภาพ
63,อาหารอ่อน ย่อยง่าย
75,อาหารอ่อน ย่อยง่าย
46,อาหารควบคุมสุขภาพ
12,อาหารทั่วไป (วัยเด็ก)
22,อาหารปกติ (วัยทำงาน)
29,อาหารปกติ (วัยทำงาน)
16,อาหารทั่วไป (วัยเด็ก)
67,อาหารอ่อน ย่อยง่าย
96,โจ๊ก ผลไม้เนื้อนิ่ม
87,โจ๊ก ผลไม้เนื้อนิ่ม
76,อาหารอ่อน ย่อยง่าย
70,อาหารอ่อน ย่อยง่าย
79,อาหารอ่อน ย่อยง่าย
100,โจ๊ก ผลไม้เนื้อนิ่ม
54,อาหารควบคุมสุขภาพ
42,อาหารควบคุมสุขภาพ
26,อาหารปกติ (วัยทำงาน)
47,อาหารควบคุมสุขภาพ
43,อาหารควบคุมสุขภาพ
45,อาหารควบคุมสุขภาพ
7,ข้าวต้ม
28,อาหารปกติ (วัยทำงาน)
21,อาหารปกติ (วัยทำงาน)
67,อาหารอ่อน ย่อยง่าย
61,อาหารอ่อน ย่อยง่าย
38,อาหารปกติ (วัยทำงาน)
